Tweet,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
@centralarthurof @aguiarthur bor sub tag #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur espelh #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
rt @bya11060843 agor falt pouc ansi #arthuragui @centralarthurof @aguiarthur vam vam menin vai brilh,'raiva',,,,,,,
@centralarthurof @aguiarthur follow tá pert #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur bel #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur sei pod dar nad graç desfaz aind fez? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur rio #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur seiscent tá vind #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pipoc #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur cad follow ? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tag lind,'alegria',,,,,,,
vou torc @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur port #teamarthuragui,'alegria',,,,,,,
@sorayasarcastic @aguiarthur tom amig ❤️,'neutro',,,,,,,
@centralarthurof @aguiarthur pod concert cois reescrev nov págin pra doi dess vez ol…,'raiva',,,,,,,
@aguiarthur vam tud #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur reg am reg am reg am nunc esqueç reg am reg am r…,'medo',,,,,,,
@roselenepesso @centralarthurof @aguiarthur esquec tagg #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur carr #teamarthuragui,'neutro',,,,,,,
#teamarthuragui agor falt pouc @aguiarthur @centralarthurof,'neutro',,,,,,,
@centralarthurof @aguiarthur boraaa #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur tod histór começo, mei fim film pod ser assim ter f…",'neutro',,,,,,,
"@centralarthurof @aguiarthur min fech ,nunc vacil #teamarthuragui",'neutro',,,,,,,
rt @weakpointrbr @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sdv todossss #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui pont luz tod junt ness !!!,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur foc am,'neutro',,,,,,,
@centralarthurof @aguiarthur simmmm #teamarthuragui amo,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur tod histór começo, mei fim film pod ser assim ter f…",'neutro',,,,,,,
@centralarthurof @aguiarthur quadr #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur pra tod mund fing ninguém🎶 #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pront pra ir junt lut arthur,'neutro',,,,,,,
@centralarthurof @aguiarthur mei cao temp #teamarthuragui,'neutro',,,,,,,
@realitysvip daqu pouc vão fal @aguiarthur peg 2 kkkkkkkkk,'neutro',,,,,,,
@centralarthurof @aguiarthur café #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur dig plant deu fl mal nasceu, morr beij chão, suspirou…",'neutro',,,,,,,
@centralarthurof @aguiarthur leit condens #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur min , mina, min min #teamarthuragui",'neutro',,,,,,,
@_etylah @aguiarthur hino! #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur flooo nasc intenç #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur bols #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ ou…,'neutro',,,,,,,
"@centralarthurof @aguiarthur pra fora, vou esper peço, favor, pra fic vou…",'neutro',,,,,,,
@centralarthurof @aguiarthur cont minut,'raiva',,,,,,,
@centralarthurof @aguiarthur prefer fl #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur roup #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur joi #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur diz graça, ah ah ah #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur livr #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur import ond vai est rio, paul cuiab vou, vou #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur cabel #teamarthuragui,'alegria',,,,,,,
rt @arthuramin @aguiarthur vou am idiot amaa #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur pirraça, ah ah ah #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur pont luz,'alegria',,,,,,,
"@centralarthurof @aguiarthur beij chão, suspir rend #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur relacion sobr cultiv tav ocup demal pra lembr perd tim de…,'neutro',,,,,,,
@centralarthurof @aguiarthur vam tud,'neutro',,,,,,,
@centralarthurof @aguiarthur am dou coraçã tô deix mão promet vai cuid do…,'medo',,,,,,,
"@centralarthurof @aguiarthur faz pra par and cas esper program ? central,faz algum cois kkkkk #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur mulh igual nunc vi vou ver bom agor tá feliz #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur fl mal nasceu, morr #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur vou cas sextaf pra fal besteira🎶 #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sei quant vez traí peç perd tud fiz #teamarthuragui,'neutro',,,,,,,
@aguiarthur sign cad particip bbb 22? bor tent descobrir?! solt play aí 🤓🎮,'neutro',,,,,,,
@centralarthurof @aguiarthur sab #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur dig plant deu #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur @romerzin,'alegria',,,,,,,
@centralarthurof @aguiarthur tod noit vend séri tv #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tant bemmequ malmequ #teamarthuragui,'neutro',,,,,,,
@aguiarthur vou am idiot amaa #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fest jant deix ir #teamarthuragui,'raiva',,,,,,,
@centralarthurof @aguiarthur sei tá med ser ced #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur quiet cant #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur rolê,n qu envolver🎶 #teamarthuragui",'neutro',,,,,,,
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tod almoç nunc #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur diz porqu #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ser #teamarthuragui,'neutro',,,,,,,
"rt @yass_flow @centralarthurof @aguiarthur pirr dia graç sab bem, fal qu também, m…",'neutro',,,,,,,
rt @meurisorbr @centralarthurof @aguiarthur nasc intenç #teamarthuragui,'neutro',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur perd tim reg am azar meu, azar #teamarthuragui",'neutro',,,,,,,
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sol vent trá #teamarthuragui,'alegria',,,,,,,
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',,,,,,,
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur volt aqu plil #teamarthuragui,'neutro',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',,,,,,,
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',,,,,,,
@centralarthurof @aguiarthur chuv vent lev #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur genteee cad #teamarthuragui,'neutro',,,,,,,
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur relacion sobr cultiv tav ocup demal pra lembr #teamarthuragui,'neutro',,,,,,,
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur plmdss #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur morrer, ressec perd cor #teamarthuragui",'neutro',,,,,,,
am @aguiarthur @centralarthurof #teamarthuragui,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur volt aqu #teamarthuragui,'neutro',,,,,,,
rt @rbr10 @centralarthurof @aguiarthur amo baby vem comig pra ser feliz #teamarthuragui,'neutro',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur bor fech quinhent aqu #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur aparec tav tão ausent cê aprend cuid so #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur muit chuv morr #teamarthuragui,'neutro',,,,,,,
@aguiarthur vamoooo #teamarthuragui,'alegria',,,,,,,
@centralarthurof @weakpointrbr @aguiarthur bor bat 500 aqu #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur deix perd acas #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur acord dav bom dia café manhã nunc aparec #teamarthuragui,'neutro',,,,,,,
rt @centralarthurof @weakpointrbr @aguiarthur bor bor bor #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur sol w vent trá #teamarthuragui,'neutro',,,,,,,
"segund @soniaabra , @aguiarthur @jadepicon @linndaquebr particip test posi para…",'neutro',,,,,,,
@centralarthurof @aguiarthur deix temp cur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur mai pres deu mim deu #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur nunc deix acredit,'neutro',,,,,,,
@centralarthurof @aguiarthur deix vent lev #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur gent ama, gent perd ach cama, gent ama, gent qu mas…",'neutro',,,,,,,
@centralarthurof @aguiarthur vam pont ?? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vou cuid #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tô prov frut amarg açõ #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur chuv vent lev #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vam mostr forç,'neutro',,,,,,,
@centralarthurof @aguiarthur respir pra deix fl cresc #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pod vir comig #teamarthuragui,'raiva',,,,,,,
@centralarthurof @aguiarthur vou ser melhor amig #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tá coraçã vocês? bat cad segund comerc novel #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur descuidar, deix sol bat #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur par,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur tão lind estrel céu brilh irrad sol sei dev t…,'raiva',,,,,,,
@centralarthurof @aguiarthur acim tud respe #teamarthuragui,'neutro',,,,,,,
"rt @gabscyrus @centralarthurof @aguiarthur min fechamento, nunc vacilou, tip mulh cheg pra somar, parece…",'neutro',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',,,,,,,
@centralarthurof @aguiarthur nunc viv alg fort assim #teamarthuragui,'neutro',,,,,,,
rt @cheirodoarth hoj galera!! #teamarthuragui ✨ @aguiarthur @centralarthurof,'neutro',,,,,,,
@centralarthurof @aguiarthur ce cort mal raiz #teamarthuragui,'neutro',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur fl nasc intenção, mei cao tempoo #teamarthuragui",'raiva',,,,,,,
@centralarthurof @aguiarthur sincer #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur mei cao temp #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tá ansi pra entr bebê cas ? #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',,,,,,,
"@aguiarthur bor agit adm, levant tag #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur vou am verdad #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur amoooo,'alegria',,,,,,,
@centralarthurof @aguiarthur ach adm arthur jant será? hah #teamarthuragui #bbb22,'neutro',,,,,,,
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur abr braç pra pod sonhar, fech olh pra pod cant #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur chuv err decepco #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur hoj coraçã sai boc vend entr cas #teamarthuragui,'neutro',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',,,,,,,
rt @rbr10 @centralarthurof @aguiarthur desej sonh vao morr acredit acredit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',,,,,,,
"@centralarthurof @aguiarthur convoc pra levant bagaç aqui, ent vamb #teamarthuragui",'neutro',,,,,,,
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur nasc intenç #teamarthuragui,'alegria',,,,,,,
"@aguiarthur deix ser ""seguindo"" 400 adm #teamarthuragui",'neutro',,,,,,,
"rt @thaybelikov @centralarthurof @aguiarthur quero, sempr anj pra mim amo, vem comig pra feliz sei, etername…",'neutro',,,,,,,
@laragay @jadepicon @linndaquebr @aguiarthur parec particip test posi test covid,'alegria',,,,,,,
@centralarthurof @aguiarthur deix temp lev #teamarthuragui,'neutro',,,,,,,
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur cad pont aí ? #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fl #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur vai fé, escut coraçã vai fé, not cançã #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fiz muit promess cumpr #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tud ped deu #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',,,,,,,
"@centralarthurof @aguiarthur vai fé, escut coração! vai fé forç cançã ! #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui ✨✨,'alegria',,,,,,,
@centralarthurof @aguiarthur tud quer ter #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur azar meu, azar #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur equip #teamarthuragui,'alegria',,,,,,,
rt @domjuanfenix @centralarthurof @aguiarthur @aguiarthur @centralarthurof #teamarthuragui,'neutro',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur quer follow centr #teamarthuragui,'neutro',,,,,,,
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',,,,,,,
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',,,,,,,
forç fé #teamarthuragui @aguiarthur,'alegria',,,,,,,
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
rt @qgrebeldebr @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur noit #teamarthuragui,'alegria',,,,,,,
rt @arthuraurugu @arthuramin @centralarthurof @aguiarthur pra fal beste #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur seguranç #teamarthuragui,'alegria',,,,,,,
rt @qgrebeldebr @centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur aaaaf,qu centr perfeit gent #teamarthuragui",'neutro',,,,,,,
rt @eutuittomi @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur perd tim reg am #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur pessoal,'alegria',,,,,,,
@centralarthurof @aguiarthur fl #teamarthuragui,'alegria',,,,,,,
rt @sweet_aguiar_ @arthuraurugu @centralarthurof @aguiarthur vam hoj começ #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vam q vam,'neutro',,,,,,,
rt @arthuraurugu @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
rt @coment_brun @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur trop #teamarthuragui,'alegria',,,,,,,
rt @weakpointrbr @centralarthurof @aguiarthur #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amoooo #teamarthuragui,'neutro',,,,,,,
rt @centralarthurof vam #teamarthuraguiar? met 100 respost aqu valendo! @aguiarthur,'neutro',,,,,,,
@centralarthurof @aguiarthur aaaa ameii #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur ocup demal lembr #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur vam pont luz falt pouc , vam bat met !!! #teamarthuragui",'neutro',,,,,,,
@joalinsgf @aguiarthur amo víde soph ❤️🖤✨,'neutro',,,,,,,
@centralarthurof @aguiarthur cad vez pert começ bbb tô pur ansiedad #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur u #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur magníf #teamarthuragui,'alegria',,,,,,,
rt @amorluarph @centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',,,,,,,
rt @hinnysgf @centralarthurof @aguiarthur oiee cf #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur gent tat banh #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur cheg grand dia,'alegria',,,,,,,
@centralarthurof @aguiarthur bor pont luz,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur maravilh,'alegria',,,,,,,
@centralarthurof @aguiarthur relacion sobr cultiv #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur min fechamento, nunc vacilou, tip mulh cheg pra somar, ela…",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur agoni pra ver brilh,'neutro',,,,,,,
@centralarthurof @aguiarthur vai ser top,'neutro',,,,,,,
@centralarthurof @aguiarthur i #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur min #teamarthuragui,'neutro',,,,,,,
"@wxykaah @aguiarthur vei aí, karll 💛 #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur centr flash #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur cheg hor,'alegria',,,,,,,
@centralarthurof @aguiarthur ce aprend cuid so #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur vocel,'alegria',,,,,,,
@centralarthurof @aguiarthur cabeç explod tir foc,'neutro',,,,,,,
@centralarthurof @aguiarthur prefir #teamarthuragui,'alegria',,,,,,,
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur fl nasc intenção, mei cao tempo, descuid deix o…",'raiva',,,,,,,
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',,,,,,,
rt @wxykaah @centralarthurof @aguiarthur tern lindoo #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur lanc desafi si #teamarthuragui,'neutro',,,,,,,
rt @wishmurilo_h @centralarthurof @aguiarthur café manhã nunc aparec #teamarthuragui,'alegria',,,,,,,
@arthuramin @centralarthurof @aguiarthur pra fal beste #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur pra fal beste #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amo ris anj olh fech fur bochech bat vontad d…,'neutro',,,,,,,
@centralarthurof @aguiarthur aparec ausent #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur comenteemmm #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur quer follow centr #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur quer ver felic #teamarthuragui,'neutro',,,,,,,
"rt @wxykaah @centralarthurof @aguiarthur topet charme,mdss #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur café manhã nunc aparec #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur amér #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur vou cas sext feir #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tud arthur #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur hom senh #teamarthuragui,'alegria',,,,,,,
rt @everlastingrbr @centralarthurof @aguiarthur sab tud olh pra fal #teamarthuragui,'neutro',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',,,,,,,
@centralarthurof @aguiarthur acord dav bom dia #teamarthuragui,'neutro',,,,,,,
rt @yass_flow @centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ malme…,'neutro',,,,,,,
@centralarthurof @aguiarthur gent conseg #teamarthuragui,'alegria',,,,,,,
"rt @gabscyrus @centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@daviciril @centralarthurof @aguiarthur #teamarthuragui amoooo,'alegria',,,,,,,
@centralarthurof @aguiarthur vam pov #teamarthuragui,'raiva',,,,,,,
rt @bya11060843 agor falt pouc ansi #arthuragui @centralarthurof @aguiarthur vam vam menin vai brilh,'raiva',,,,,,,
@centralarthurof @aguiarthur @aguiarthur @centralarthurof #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur tô prov frut amarg açõ #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui amoooo,'alegria',,,,,,,
@centralarthurof @aguiarthur estil #teamarthuragui,'alegria',,,,,,,
"@centralarthurof @aguiarthur pi tud linda, vei decidida, jog pra ganh #teamarthuragui",'neutro',,,,,,,
"@centralarthurof @aguiarthur amor, paix engan quest ser human viv ter med viv do…",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui segue! 🥺,'neutro',,,,,,,
"@centralarthurof @aguiarthur bora, gal #teamarthuragui",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur ce cort mal raiz #teamarthuragui,'neutro',,,,,,,
@aguiarthur boa noit adm tá fal agr ?,'neutro',,,,,,,
@centralarthurof @aguiarthur oiee cf #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
rt @somosrebe1 #teamarthuragui @aguiarthur,'neutro',,,,,,,
@centralarthurof @aguiarthur chuv err decepç #teamarthuragui,'neutro',,,,,,,
rt @arthuraurugu @aguiarthur oi lind cad #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur promet vc vai cuid am #teamarthuragui,'neutro',,,,,,,
"@centralarthurof @aguiarthur pirraça, ah, ah, ah dia graça, ah, ah, ah sab bem fal m…",'neutro',,,,,,,
rt @qgrebeldebr @centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'neutro',,,,,,,
rt @somosrebe1 ansiedad mil!!! ✨💛 #teamarthuragui ✨✨✨ @aguiarthur @centralarthurof,'raiva',,,,,,,
rt @qgrebeldebr @centralarthurof @weakpointrbr @aguiarthur dua viu #teamarthuragui,'neutro',,,,,,,
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui @aguiarthur @centralarthurof @aguiarthur,'alegria',,,,,,,
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur fiz muit promess cumpr #teamarthuragui,'neutro',,,,,,,
ansiedad mil!!! ✨💛 #teamarthuragui ✨✨✨ @aguiarthur @centralarthurof,'raiva',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur hoj pur emoç #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur diz nasc vez vem assim?zer defeit #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur tão lind #teamarthuragui,'alegria',,,,,,,
@centralarthurof @aguiarthur amoooo #teamarthuragui,'alegria',,,,,,,
"@comentaagabii_ @aguiarthur oh amig vai conseguir,pod ter cert ❤️",'neutro',,,,,,,
@centralarthurof @aguiarthur #teamarthuragui,'alegria',,,,,,,
@sweet_aguiar_ @centralarthurof @aguiarthur tudooo #teamarthuragui,'alegria',,,,,,,
rt @thaybelikov @centralarthurof @aguiarthur amizad lealdad amizad bemquer amizad quer ver outr feliz apen querer…,'neutro',,,,,,,
@centralarthurof @aguiarthur vc pra vou esper #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur melhor pra mim luzinha #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur amo baby vem comig pra ser feliz #teamarthuragui,'neutro',,,,,,,
@centralarthurof @aguiarthur bor centr #teamarthuragui #bbb22,'alegria',,,,,,,
"séri @jadepicon, @linndaquebr @aguiarthur vão entr hoj cas #bbb22?? cont babado…",'neutro',,,,,,,
@arthuraurugu @centralarthurof @aguiarthur vam hoj começ #teamarthuragui,'neutro',,,,,,,
