User,Tweet,Date,Source,Profile Photo,Translate,Emoji,Sentiment1,Sentiment2
pridesarthur,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:07:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480979752412495878/edA2Vnw__normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
fernandaavnc,@MicaelOficial @Aguiarthur JUNTOS ATÉ O FIM,Tue Jan 18 02:07:18 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1464061048240099329/7JBRCVgk_normal.jpg,@MicaelOficial @Aguiarthur JUNTOS ATÉ O FIM,set(),0.0,0.0
glitertomlinson,@MicaelOficial @Aguiarthur Vivi pra ver meus rebeldes assim,Tue Jan 18 02:07:12 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1442565953095602182/MaQCnMMv_normal.jpg,@MicaelOficial @Aguiarthur Vivi pra ver meus rebeldes assim,set(),0.0,0.0
ArthurAguiarj,@MicaelOficial @Aguiarthur AAAAAAAAAAAAAAA,Tue Jan 18 02:07:09 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483213025746337797/iils2R98_normal.jpg,@MicaelOficial @Aguiarthur AAAAAAAAAAAAAAA,set(),0.0,0.0
asisoyyolale,"@MicaelOficial @Aguiarthur você tá certo, Mika! 🙏🏼",Tue Jan 18 02:07:09 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1479553962886012933/Jfk2Do_R_normal.jpg,🙏🏼,{'🙏'},0.0,0.3
vctrmatheus,@MicaelOficial @Aguiarthur pra te guiar pra te salvar quando pensar em desistir minha voz vc vai ouvirrrrrrrrrrrrrr (saudade),Tue Jan 18 02:07:03 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433968717507989506/A9iBdV2E_normal.jpg,@MicaelOficial @Aguiarthur pra te guiar pra te salvar quando pensar em desistir minha voz vc vai ouvirrrrrrrrrrrrrr (saudade),set(),0.0,0.0
WeakpointRbr,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:06:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
biiaaraujoas,@MicaelOficial @Aguiarthur Queria você lá aaaa,Tue Jan 18 02:06:57 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482149152188477445/Il-sLAzm_normal.jpg,@MicaelOficial @Aguiarthur Queria você lá aaaa,set(),0.0,0.0
QGRebeldeBR,@MicaelOficial @Aguiarthur Que lindo mica ❤️,Tue Jan 18 02:06:55 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,@MicaelOficial @Aguiarthur Que lindo mica ❤️,{'❤️'},0.0,0.5
omeuluar,@MicaelOficial @Aguiarthur 💛,Tue Jan 18 02:06:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483261589620994052/LZhIEVs__normal.jpg,@MicaelOficial @Aguiarthur 💛,{'💛'},0.0,0.0
WeakpointRbr,@MicaelOficial @Aguiarthur É isso!! 🙏🏻❤,Tue Jan 18 02:06:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg,🙏🏻❤,{'🙏'},0.0,0.3
bloodluar,"@MicaelOficial @Aguiarthur micael obg por isso, vc não sabe como acalma nossos corações #TeamArthurAguiar",Tue Jan 18 02:06:48 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1481670543514480649/2x7NddO9_normal.png,"@MicaelOficial @Aguiarthur micael obg por isso, vc não sabe como acalma nossos corações #TeamArthurAguiar",set(),0.0,0.0
omeuluar,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:06:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483261589620994052/LZhIEVs__normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
uckedmicael,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:06:46 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483262813808308230/8kxf9VAK_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
tinistou,@MicaelOficial @Aguiarthur ANIMADO https://t.co/zA4ySOxdrL,Tue Jan 18 02:06:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482900219666874368/0yiQ4ox8_normal.jpg,@MicaelOficial @Aguiarthur ANIMADO https://t.co/zA4ySOxdrL,set(),0.0,0.0
tinistou,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:06:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482900219666874368/0yiQ4ox8_normal.jpg,Que assim como nós estamos e…,set(),0.0,0.0
bloodluar,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Tue Jan 18 02:06:27 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1481670543514480649/2x7NddO9_normal.png,Que assim como nós estamos e…,set(),0.0,0.0
MicaelOficial,"Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós esta… https://t.co/rSAIeRdwp3",Tue Jan 18 02:06:11 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483257364191064074/XNf9qMum_normal.jpg,Que assim como nós esta… https://t.co/rSAIeRdwp3,set(),0.0,0.0
fernandaavnc,"@MicaelOficial O fato de @Aguiarthur está lá, atualizou meu amor de fã por todos vcs. Agora tô ouvindo rebeldes dir… https://t.co/605EbWNiU8",Tue Jan 18 02:02:45 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1464061048240099329/7JBRCVgk_normal.jpg,Agora tô ouvindo rebeldes dir… https://t.co/605EbWNiU8,set(),0.0,0.0
mrteteo,@malubolanho @Aguiarthur @bbaheck @jadepicon @LucasBissoli_ @PedroScooby não entendi,Tue Jan 18 02:01:29 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1481763851460825089/tIwJFPt6_normal.jpg,@malubolanho @Aguiarthur @bbaheck @jadepicon @LucasBissoli_ @PedroScooby não entendi,set(),0.0,0.0
malubolanho,@mrteteo @Aguiarthur @bbaheck @jadepicon @LucasBissoli_ @PedroScooby vsffff,Tue Jan 18 02:00:46 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1468076494350172160/p4ZhRQF0_normal.jpg,@mrteteo @Aguiarthur @bbaheck @jadepicon @LucasBissoli_ @PedroScooby vsffff,set(),0.0,0.0
mrteteo,fechado com vocês @Aguiarthur @bbaheck @jadepicon @LucasBissoli_ @PedroScooby,Tue Jan 18 01:59:57 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1481763851460825089/tIwJFPt6_normal.jpg,fechado com vocês @Aguiarthur @bbaheck @jadepicon @LucasBissoli_ @PedroScooby,set(),0.0,0.0
KayySear,EU QUERO VER LOGO O @Aguiarthur E A @jadepicon 😭😭😭 #BBB22 #BigBrotherBrasil,Tue Jan 18 01:59:20 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482507704853843973/MpZ0a6gS_normal.jpg,EU QUERO VER LOGO O @Aguiarthur E A @jadepicon 😭😭😭 #BBB22 #BigBrotherBrasil,{'😭'},0.0,-0.2
BlancoSmile,"Gente, sério que o Arthur tá com covid? @Aguiarthur #TeamArthurAguiar",Tue Jan 18 01:56:20 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1482296071464304640/hFsHKp64_normal.jpg,@Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
Valiengo3,100% @Aguiarthur,Tue Jan 18 01:56:09 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1483256742624563203/8UuMEITL_normal.jpg,100% @Aguiarthur,set(),0.0,0.0
jessicaldsg,"Doida pra ver o @Aguiarthur entrar, scrr! Vmsss tadeu!! #BigBrotherBrasil #BBB22",Tue Jan 18 01:55:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1469809752540684289/E1QBEHct_normal.jpg,#BigBrotherBrasil #BBB22,set(),0.0,0.0
jessicaldsg,Ansiosa esperando o @Aguiarthur entrar ❤️,Tue Jan 18 01:55:06 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1469809752540684289/E1QBEHct_normal.jpg,Ansiosa esperando o @Aguiarthur entrar ❤️,{'❤️'},0.0,0.5
Eduardo17678809,"@viroufesta @boninho resolveu testar a gente na divulgação do dia 14 e hoje tbm.... putz.... #BBB22.

De repente do… https://t.co/FdLIyhNVIQ",Tue Jan 18 01:49:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483226165527695361/bLXeWCGU_normal.jpg,De repente do… https://t.co/FdLIyhNVIQ,set(),0.0,0.0
arthuraguiar_q,RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur https://t.co/jmVojjZrnQ,Tue Jan 18 01:48:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1447924860437602319/cpZQ3bJw_normal.jpg,RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur https://t.co/jmVojjZrnQ,set(),0.0,0.0
gozzi_roberta,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 01:47:01 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1473839332435845123/RaDzIrIm_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
gozzi_roberta,RT @Aguiarthur: O Adm chegou! Estávamos descansando porque agora só vamos parar na final! ✨ Quem tá ansioso ai? #teamarthuraguiar #BBB22,Tue Jan 18 01:46:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1473839332435845123/RaDzIrIm_normal.jpg,#teamarthuraguiar #BBB22,{'✨'},0.0,0.04
juliaodogoias,"@atrevida @Aguiarthur Esqueceu de 
-Traiu a esposa 16 vezes",Tue Jan 18 01:38:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479207834810294272/fttdSgAT_normal.jpg,"@atrevida @Aguiarthur Esqueceu de 
-Traiu a esposa 16 vezes",set(),0.0,0.0
luspotify,"não vou assistir BBB esse ano, mas já declaro minha torcida pro @Aguiarthur MEU CORAÇÃO VAI SER REBELDE PARA SEMPRE ÊÊÊ",Tue Jan 18 01:35:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1475288177661423616/rhZD78ai_normal.jpg,"não vou assistir BBB esse ano, mas já declaro minha torcida pro @Aguiarthur MEU CORAÇÃO VAI SER REBELDE PARA SEMPRE ÊÊÊ",set(),0.0,0.0
AliciaCristi_,@centralarthurof @Aguiarthur Vai Na Fé ❤,Tue Jan 18 01:34:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1478085047789961219/I6srpp7K_normal.jpg,@centralarthurof @Aguiarthur Vai Na Fé ❤,set(),0.0,0.0
BlancoSmile,Cadê o Arthur Jesus? @Aguiarthur #TeamArthurAguiar,Tue Jan 18 01:30:37 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1482296071464304640/hFsHKp64_normal.jpg,@Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
vidagusetulio,"RT @lolohrbr_love: Hoje inicia mais um desafio, que nessa nova jornada da sua vida tudo corra bem e dê certo! Continue sendo essa pessoa fo…",Tue Jan 18 01:29:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479656090006609922/SSIuJVuE_normal.jpg,Continue sendo essa pessoa fo…,set(),0.0,0.0
josuebese8,RT @Aguiarthur: O Adm chegou! Estávamos descansando porque agora só vamos parar na final! ✨ Quem tá ansioso ai? #teamarthuraguiar #BBB22,Tue Jan 18 01:23:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1432048158482178055/juhb3O6B_normal.png,#teamarthuraguiar #BBB22,{'✨'},0.0,0.04
meirybrayan,@centralarthurof @Aguiarthur Ameiiiiii❤,Tue Jan 18 01:23:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1422705063856943109/elbJ8FOV_normal.jpg,@centralarthurof @Aguiarthur Ameiiiiii❤,set(),0.0,0.0
juaonigga,"@uaiclebinho @Aguiarthur Cara, meu sonho é te ver lá no BBB",Tue Jan 18 01:23:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482840701045985280/Mg1Ro5qg_normal.jpg,"@uaiclebinho @Aguiarthur Cara, meu sonho é te ver lá no BBB",set(),0.0,0.0
centralarthurof,@meirybrayan @Aguiarthur Veio!!!!,Tue Jan 18 01:22:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg,!,set(),0.0,0.0
meirybrayan,@centralarthurof @Aguiarthur Só eu não consegui meu follow adm 😭😭😭😭😭,Tue Jan 18 01:22:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1422705063856943109/elbJ8FOV_normal.jpg,@centralarthurof @Aguiarthur Só eu não consegui meu follow adm 😭😭😭😭😭,{'😭'},0.0,-0.2
PotatoDealer14,@centralarthurof @Aguiarthur Boaaa central #TeamArthurAguiar,Tue Jan 18 01:20:49 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1451287071549763585/zTGIQUwA_normal.jpg,@centralarthurof @Aguiarthur Boaaa central #TeamArthurAguiar,set(),0.0,0.0
QGRebeldeBR,@cheirodoarthura @Aguiarthur Sempre #TeamArthurAguiar,Tue Jan 18 01:20:16 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482418836326522881/rkTaUzoB_normal.jpg,@cheirodoarthura @Aguiarthur Sempre #TeamArthurAguiar,set(),0.0,0.0
uaiclebinho,"Quando eu lembro disso aqui, eu não sei se surto ou não sei onde eu tava com a cabeça KKKKKK @Aguiarthur https://t.co/2zy0NGU4r7",Tue Jan 18 01:17:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1331873057724620803/Vkq_K_Jz_normal.jpg,"Quando eu lembro disso aqui, eu não sei se surto ou não sei onde eu tava com a cabeça KKKKKK @Aguiarthur https://t.co/2zy0NGU4r7",set(),0.0,0.0
Mafiaguiarthur,RT @kxtuitta: @centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 01:14:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482189290864009217/VUhL38_h_normal.jpg,RT @kxtuitta: @centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Eu amooo
#TeamArthurAguiar",Tue Jan 18 01:13:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Eu amooo
#TeamArthurAguiar",set(),0.0,0.0
TayZquad1D,"@centralarthurof @Aguiarthur Aeee, somos fodas
#TeamArthurAguiar",Tue Jan 18 01:13:56 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1481104236431785985/0iA92VTq_normal.jpg,"@centralarthurof @Aguiarthur Aeee, somos fodas
#TeamArthurAguiar",set(),0.0,0.0
euIuca,"@centralarthurof @Aguiarthur adm me segue? preciso te mandar uma dm, pode dar unfollow depois",Tue Jan 18 01:13:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483224800424341507/cpvUTfDg_normal.jpg,"preciso te mandar uma dm, pode dar unfollow depois",set(),0.0,0.0
kxtuitta,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 01:13:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482139978608132099/fu4WDazH_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
AnnaBea60498663,@centralarthurof @Aguiarthur #TeamArthurAguiar,Tue Jan 18 01:13:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1474937260973903873/AXEMFhpB_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar,set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Cuideeemmm
#TeamArthurAguiar",Tue Jan 18 01:13:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Cuideeemmm
#TeamArthurAguiar",set(),0.0,0.0
leoziroldook,"RT @thaybelikov: @centralarthurof @Aguiarthur EU AMO ESSE SERZINHO

#TeamArthurAguiar https://t.co/dzq3fc3Wps",Tue Jan 18 01:12:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482324850781958146/_p3owERV_normal.jpg,"RT @thaybelikov: @centralarthurof @Aguiarthur EU AMO ESSE SERZINHO

#TeamArthurAguiar https://t.co/dzq3fc3Wps",set(),0.0,0.0
thaybelikov,"@centralarthurof @Aguiarthur Aeeeeee ✨✨✨😍

#TeamArthurAguiar",Tue Jan 18 01:12:18 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,"@centralarthurof @Aguiarthur Aeeeeee ✨✨✨😍

#TeamArthurAguiar","{'✨', '😍'}",0.0,0.4
fwckbrave,@Aguiarthur #TeamArthurAguiar VAMOOOOO,Tue Jan 18 01:12:15 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482933745074282504/ccXPELq3_normal.jpg,@Aguiarthur #TeamArthurAguiar VAMOOOOO,set(),0.0,0.0
saadzalez,@centralarthurof @Aguiarthur Amoooo central 🤍✨,Tue Jan 18 01:12:10 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483202326596931585/T5eeK2oz_normal.jpg,@centralarthurof @Aguiarthur Amoooo central 🤍✨,"{'🤍', '✨'}",0.0,0.3
antonioojunio,@centralarthurof @Aguiarthur URRUL,Tue Jan 18 01:12:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1444151077771825153/AI71bqHD_normal.jpg,@centralarthurof @Aguiarthur URRUL,set(),0.0,0.0
fwckbrave,@Aguiarthur TA VINDO AI BEST,Tue Jan 18 01:11:56 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482933745074282504/ccXPELq3_normal.jpg,@Aguiarthur TA VINDO AI BEST,set(),1.0,1.0
_patriciasst,"@centralarthurof @Aguiarthur GRUPO DO BBB 22, ENTREM!🗣️🔥🔥
https://t.co/K39PUkakg3",Tue Jan 18 01:11:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1453845179308605441/1ZHvBTPU_normal.jpg,"@centralarthurof @Aguiarthur GRUPO DO BBB 22, ENTREM!🗣️🔥🔥
https://t.co/K39PUkakg3","{'🔥', '🗣️'}",0.0,0.1
cancelado_rt,@_abaixinha @Aguiarthur @mayracardi 😆😆,Tue Jan 18 01:11:50 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1401050314107719682/wzDbG3Vw_normal.jpg,@_abaixinha @Aguiarthur @mayracardi 😆😆,{'😆'},0.0,-0.1
chamegoarthur,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 01:11:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482569697606475779/30F1bwO__normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
Bya11060843,RT @cheirodoarthura: Ver o @Aguiarthur na piscina vai ser tudo!! #TeamArthurAguiar https://t.co/FKygnxqb0N,Tue Jan 18 01:07:56 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg,#TeamArthurAguiar https://t.co/FKygnxqb0N,set(),0.0,0.0
EEternemente,RT @cheirodoarthura: Vamos movimentar isso aqui galera!! É hoje a estreia do BBB22 #TeamArthurAguiar ✨ #BBB22 @Aguiarthur @centralarthurof…,Tue Jan 18 01:06:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482711799539679237/SlmcdGR4_normal.jpg,É hoje a estreia do BBB22 #TeamArthurAguiar ✨ #BBB22 @Aguiarthur @centralarthurof…,{'✨'},0.0,0.4
DrikBrandao,RT @cheirodoarthura: Ansiedade a mil aqui pra ver @Aguiarthur cantando no programa #TeamArthurAguiar https://t.co/n98NXlQLEZ,Tue Jan 18 01:05:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,RT @cheirodoarthura: Ansiedade a mil aqui pra ver @Aguiarthur cantando no programa #TeamArthurAguiar https://t.co/n98NXlQLEZ,set(),0.0,0.0
Girodejogos,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 01:05:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1478810207803383808/76KfRG1w_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
cheirodoarthura,Ver o @Aguiarthur na piscina vai ser tudo!! #TeamArthurAguiar https://t.co/FKygnxqb0N,Tue Jan 18 01:05:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482560334430973953/C428-CsT_normal.jpg,#TeamArthurAguiar https://t.co/FKygnxqb0N,set(),0.0,0.0
RoselenePessoa,@centralarthurof @Aguiarthur Está chegando,Tue Jan 18 01:04:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Está chegando,set(),0.0,0.0
cheirodoarthura,Ansiedade a mil aqui pra ver @Aguiarthur cantando no programa #TeamArthurAguiar https://t.co/n98NXlQLEZ,Tue Jan 18 01:03:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482560334430973953/C428-CsT_normal.jpg,Ansiedade a mil aqui pra ver @Aguiarthur cantando no programa #TeamArthurAguiar https://t.co/n98NXlQLEZ,set(),0.0,0.0
QGJadeofc,"RT @lolohrbr_love: Hoje inicia mais um desafio, que nessa nova jornada da sua vida tudo corra bem e dê certo! Continue sendo essa pessoa fo…",Tue Jan 18 01:02:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482216356632313859/OP5SwNUl_normal.jpg,Continue sendo essa pessoa fo…,set(),0.0,0.0
BobEsponjaofi,@centralarthurof @Aguiarthur https://t.co/oTRRV2hTR0,Tue Jan 18 01:02:26 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480727133953662982/3tHOmcJi_normal.jpg,@centralarthurof @Aguiarthur https://t.co/oTRRV2hTR0,set(),0.0,0.0
