Tweet,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias
@centralarthurof @aguiarthur amooo centr 🤍✨,'alegria',[0.58],[0.01],[0.37],[0.0],[0.03],[0.01],[0.0]
@centralarthurof @aguiarthur urrul,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@aguiarthur ta vind ai best,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur grup bbb 22, entrem!🗣️🔥🔥",'alegria',[0.93],[0.0],[0.05],[0.0],[0.01],[0.01],[0.0]
@_abaix @aguiarthur @mayracard 😆😆,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
rt @cheirodoarth ver @aguiarthur piscin vai ser tudo!! #teamarthuragui,'neutro',[0.0],[0.0],[0.67],[0.0],[0.33],[0.0],[0.0]
rt @cheirodoarth vam moviment aqu galera!! hoj estre bbb22 #teamarthuragui ✨ #bbb22 @aguiarthur @centralarthurof…,'neutro',[0.02],[0.0],[0.69],[0.0],[0.28],[0.0],[0.0]
rt @cheirodoarth ansiedad mil aqu pra ver @aguiarthur cant program #teamarthuragui,'neutro',[0.0],[0.0],[0.97],[0.0],[0.03],[0.0],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
ver @aguiarthur piscin vai ser tudo!! #teamarthuragui,'neutro',[0.0],[0.0],[0.75],[0.0],[0.25],[0.0],[0.0]
@centralarthurof @aguiarthur cheg,'alegria',[0.59],[0.01],[0.22],[0.0],[0.17],[0.01],[0.0]
ansiedad mil aqu pra ver @aguiarthur cant program #teamarthuragui,'neutro',[0.0],[0.0],[0.96],[0.0],[0.02],[0.0],[0.0]
"rt @lolohrbr_lov hoj inic desafio, ness nov jorn vid tud corr bem dê certo! continu send pesso fo…",'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur emocion tag lind lind,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@aguiarthur adm vc preconceit cmg? #teamarthuragui,'neutro',[0.02],[0.0],[0.65],[0.0],[0.33],[0.0],[0.0]
@cheirodoarth @aguiarthur coraçã vai ser rebeld sempr #teamarthuragui,'neutro',[0.06],[0.03],[0.69],[0.01],[0.21],[0.01],[0.0]
"@centralarthurof @aguiarthur perc tud p cabel arthur, pqp #teamarthuragui",'neutro',[0.02],[0.0],[0.75],[0.0],[0.23],[0.0],[0.0]
@centralarthurof @aguiarthur vamosssssss 🍀✨ #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@gleicegomes @centralarthurof @aguiarthur kkkkkkkkkkkkk #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur diz sim #teamarthuragui,'neutro',[0.05],[0.03],[0.84],[0.01],[0.06],[0.02],[0.0]
@centralarthurof @aguiarthur recent q escut brinc comig boa vici 😍,'neutro',[0.06],[0.01],[0.77],[0.01],[0.15],[0.01],[0.0]
@centralarthurof @aguiarthur falt pouq p ver car neném #teamarthuragui,'raiva',[0.0],[0.01],[0.42],[0.03],[0.52],[0.02],[0.0]
@centralarthurof @aguiarthur aqu tempor ta fort deix met morr,'neutro',[0.0],[0.0],[0.97],[0.0],[0.0],[0.01],[0.0]
@aguiarthur,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur @centralarthurof seg ainda??? chate 😂 #teamarthuragui,'neutro',[0.0],[0.0],[0.95],[0.0],[0.05],[0.0],[0.0]
"arthur agui emoj ✨ sign peix twitt @aguiarthur instagr arthuragui (8,1 milhã segu quand…",'neutro',[0.01],[0.01],[0.84],[0.0],[0.13],[0.01],[0.0]
rt @somosrebe1 #teamarthuragui @aguiarthur @centralarthurof,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"@aguiarthur oi adm, pod seguir? #teamarthuragui",'neutro',[0.01],[0.0],[0.72],[0.0],[0.27],[0.0],[0.0]
@laragay @jadepicon @linndaquebr @aguiarthur sei 😬 dev notici hoj,'neutro',[0.07],[0.01],[0.64],[0.01],[0.25],[0.01],[0.0]
"@centralarthurof @aguiarthur grup bbb 22, entrem!🗣️🔥🔥",'alegria',[0.93],[0.0],[0.05],[0.0],[0.01],[0.01],[0.0]
@centralarthurof @aguiarthur rebeld cheg vez,'alegria',[0.37],[0.02],[0.32],[0.01],[0.26],[0.02],[0.0]
"@centralarthurof @aguiarthur grup bbb 22, entrem!🗣️🔥🔥",'alegria',[0.93],[0.0],[0.05],[0.0],[0.01],[0.01],[0.0]
@centralarthurof @aguiarthur març #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur fever #teamarthuragui,'alegria',[0.86],[0.02],[0.05],[0.01],[0.05],[0.01],[0.0]
rt @somosrebe1 #teamarthuragui @aguiarthur @centralarthurof,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur fl,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tag lind demal,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tô sofr antecip kkkkkkkk #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur jan #teamarthuragui,'neutro',[0.34],[0.01],[0.58],[0.0],[0.06],[0.01],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
rt @vibes_agui @aguiarthur seg adm seg adm seg adm seg adm seg adm #teamarthuragui,'neutro',[0.0],[0.01],[0.96],[0.01],[0.0],[0.02],[0.0]
@jucilenebarb0s @jadepicon @linndaquebr @aguiarthur ahhhh! 😳 aí entr qdo?,'neutro',[0.0],[0.0],[0.74],[0.0],[0.25],[0.0],[0.0]
@centralarthurof @aguiarthur tud vid pass quest temp,'neutro',[0.0],[0.15],[0.57],[0.11],[0.03],[0.13],[0.02]
@centralarthurof @aguiarthur sdv,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@ladrx_ @aguiarthur aind sei,'neutro',[0.05],[0.0],[0.68],[0.0],[0.26],[0.0],[0.0]
@centralarthurof @aguiarthur merec néee 🙌🏻✨ #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
@centralarthurof @aguiarthur vam consegu,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui arthur q sair faz show exclus p gent,'neutro',[0.01],[0.0],[0.67],[0.01],[0.29],[0.0],[0.0]
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
@twitasara @aguiarthur val torc pra quem?,'neutro',[0.01],[0.0],[0.71],[0.0],[0.27],[0.0],[0.0]
@aguiarthur seg adm seg adm seg adm seg adm seg adm #teamarthuragui,'neutro',[0.0],[0.08],[0.63],[0.12],[0.0],[0.15],[0.02]
@miria32413026 @aguiarthur tud vai melhor #teamarthuragui,'neutro',[0.0],[0.0],[0.93],[0.0],[0.05],[0.0],[0.0]
@centralarthurof @aguiarthur boraaaaa #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur vam bat met,'neutro',[0.25],[0.02],[0.63],[0.01],[0.07],[0.02],[0.0]
@centralarthurof @aguiarthur #teamarthuragui sdd arthur,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@zquad1dmylif @aguiarthur ansi pra sab também, tai #teamarthuragui",'neutro',[0.09],[0.0],[0.75],[0.0],[0.15],[0.0],[0.0]
@ladrx_ @aguiarthur gent vai torc pra msm pesso começ sosseg,'neutro',[0.01],[0.01],[0.91],[0.01],[0.06],[0.01],[0.0]
@aguiarthur adm seg aqui? #teamarthuragui,'neutro',[0.02],[0.0],[0.9],[0.0],[0.07],[0.01],[0.0]
sempr chuv sempr vem sol @aguiarthur @centralarthurof #teamarthuragui,'neutro',[0.09],[0.01],[0.84],[0.01],[0.04],[0.02],[0.0]
@centralarthurof @aguiarthur pq hor pass aaaa #teamarthuragui,'neutro',[0.01],[0.05],[0.84],[0.01],[0.04],[0.04],[0.0]
@gabscyrus @centralarthurof @aguiarthur engraç amig kkkkkkkkkkkkkkkk #teamarthuragui,'neutro',[0.05],[0.01],[0.73],[0.01],[0.2],[0.01],[0.0]
rt @roselenepesso @centralarthurof @aguiarthur tud vai melhor temp pod cois lug,'neutro',[0.0],[0.0],[0.99],[0.0],[0.01],[0.0],[0.0]
@twitasara @aguiarthur torc pro mai amou? #teamarthuragui,'neutro',[0.0],[0.0],[0.88],[0.0],[0.11],[0.0],[0.0]
@aguiarthur aeee vam vam #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur vam deix lind,'neutro',[0.1],[0.01],[0.76],[0.0],[0.12],[0.01],[0.0]
@aguiarthur vamosss #teamarthuragui ✨,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@miria32413026 @aguiarthur @centralarthurof cont tra mulh 17 vez ach qualidade!!!!!!!!!!,'raiva',[0.0],[0.0],[0.38],[0.0],[0.62],[0.0],[0.0]
@aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tud vai melhor temp pod cois lug,'neutro',[0.0],[0.01],[0.98],[0.01],[0.01],[0.01],[0.0]
@centralarthurof @aguiarthur q ta gost cas adm ? #teamarthuragui,'neutro',[0.01],[0.0],[0.98],[0.0],[0.02],[0.0],[0.0]
@ladrx_ @aguiarthur q ?,'neutro',[0.01],[0.0],[0.69],[0.0],[0.3],[0.0],[0.0]
@centralarthurof @aguiarthur amo demal fot #teamarthuragui,'neutro',[0.01],[0.02],[0.94],[0.01],[0.01],[0.02],[0.0]
"rt @arthuraguiar_q @centralarthurof @aguiarthur descuidar,n deix sol bat #teamarthuragui",'neutro',[0.01],[0.0],[0.88],[0.0],[0.11],[0.0],[0.0]
rt @bya11060843 @centralarthurof @aguiarthur #teamarthuragui amoooooo,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"rt @lolohrbr_lov hoj inic desafio, ness nov jorn vid tud corr bem dê certo! continu send pesso fo…",'neutro',[0.0],[0.0],[0.99],[0.0],[0.0],[0.0],[0.0]
rt @cheirodoarth 100% junt fim!! @aguiarthur #teamarthuragui,'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
@aguiarthur vamoss lá adm #teamarthuragui,'alegria',[0.55],[0.02],[0.17],[0.01],[0.22],[0.02],[0.0]
"@centralarthurof @aguiarthur você, fim #teamarthuragui",'neutro',[0.21],[0.0],[0.59],[0.0],[0.19],[0.0],[0.0]
rt @centralarthurof vam #teamarthuraguiar? met 100 respost aqu valendo! @aguiarthur,'neutro',[0.0],[0.0],[0.92],[0.0],[0.08],[0.0],[0.0]
@centralarthurof @aguiarthur sonh realiz,'alegria',[0.95],[0.0],[0.04],[0.0],[0.01],[0.0],[0.0]
rt @joalinsgf @aguiarthur mto adm #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"ser fã arthur ter idol carismático,brincalhão, ama fic cantarolando, sorris so tem…",'neutro',[0.0],[0.0],[1.0],[0.0],[0.0],[0.0],[0.0]
rt @bya11060843 @centralarthurof @aguiarthur #teamarthuragui amoooooo,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
"rt @arthuraguiar_q @centralarthurof @aguiarthur descuidar,n deix sol bat #teamarthuragui",'neutro',[0.01],[0.0],[0.88],[0.0],[0.11],[0.0],[0.0]
rt @aguiarthur troc turn adms! bor sub tag? #teamarthuragui,'neutro',[0.01],[0.0],[0.56],[0.0],[0.44],[0.0],[0.0]
@aguiarthur to aaaaa #teamarthuragui #bbb22,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@zquad1dmylif @aguiarthur pra recomeç #teamarthuragui,'neutro',[0.17],[0.01],[0.58],[0.0],[0.23],[0.0],[0.0]
@aguiarthur seg admmm #teamarthuragui,'neutro',[0.23],[0.02],[0.65],[0.01],[0.06],[0.02],[0.0]
@centralarthurof @aguiarthur #teamarthuragui amoooooo,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@aguiarthur tá cab peit #teamarthuragui,'neutro',[0.02],[0.04],[0.5],[0.03],[0.34],[0.08],[0.0]
"@centralarthurof @aguiarthur descuidar,n deix sol bat #teamarthuragui",'neutro',[0.02],[0.0],[0.88],[0.0],[0.08],[0.01],[0.0]
"rt @weakpointrbr @centralarthurof @aguiarthur avis pont luz tudo, adm #teamarthuragui",'raiva',[0.04],[0.0],[0.05],[0.0],[0.91],[0.0],[0.0]
rt @centralarthurof @mafiaguiarthur @aguiarthur assim #teamarthuragui,'raiva',[0.06],[0.0],[0.39],[0.0],[0.55],[0.0],[0.0]
rt @weakpointrbr @centralarthurof @aguiarthur vc ped chor gent nao faz sorr adm? #teamarthuragui,'neutro',[0.0],[0.0],[0.79],[0.0],[0.21],[0.0],[0.0]
rt @aguiarthur adm chegou! descans porqu agor vam par final! ✨ tá ansi ai? #teamarthuragui #bbb22,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
rt @centralarthurof @weakpointrbr @aguiarthur 😅😅😅 #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
rt @mafiaguiarthur @centralarthurof @aguiarthur ansiedad mil #teamarthuragui #bbb22,'alegria',[0.46],[0.0],[0.29],[0.0],[0.24],[0.0],[0.0]
rt @thaybelikov @centralarthurof @aguiarthur fot arthur tá tão lindaaaaa #teamarthuragui,'neutro',[0.0],[0.0],[0.92],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @aguiarthur tud feit am car permanec,'neutro',[0.01],[0.24],[0.51],[0.05],[0.11],[0.07],[0.01]
@aguiarthur #teamarthuragui ansiedad,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @renatan72752656 @centralarthurof @aguiarthur chei luz #teamarthuragui,'alegria',[0.67],[0.0],[0.25],[0.0],[0.08],[0.0],[0.0]
"rt @_respirolu @centralarthurof @aguiarthur vam tudo, ninguém segur time! #teamarthuragui",'neutro',[0.05],[0.0],[0.52],[0.0],[0.43],[0.0],[0.0]
"@centralarthurof @aguiarthur porqu sei chuv sempr vem sol tud vai melhorar, temp pod as…",'neutro',[0.0],[0.0],[1.0],[0.0],[0.0],[0.0],[0.0]
100% junt fim!! @aguiarthur #teamarthuragui,'neutro',[0.01],[0.0],[0.97],[0.0],[0.01],[0.0],[0.0]
rt @bya11060843 @centralarthurof @aguiarthur tod junt mesm torc,'neutro',[0.03],[0.0],[0.49],[0.0],[0.48],[0.0],[0.0]
rt @qgrebeldebr @centralarthurof @aguiarthur coraçã centr ? #teamarthuragui,'neutro',[0.18],[0.0],[0.76],[0.0],[0.06],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur post condiz idade, vai ver falt pouc matur #teamarthuragui",'neutro',[0.01],[0.0],[0.85],[0.0],[0.13],[0.0],[0.0]
"@centralarthurof @aguiarthur bora, gal #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
rt @centralarthurof @weakpointrbr @aguiarthur adm daqu pouc vai ter dor barrig tant nerv #teamarthuragui,'neutro',[0.0],[0.0],[0.95],[0.0],[0.05],[0.0],[0.0]
"rt @weakpointrbr @centralarthurof @aguiarthur adm, vc tbm ta ansiosa? to pass mal ja!! #teamarthuragui",'neutro',[0.0],[0.0],[0.76],[0.0],[0.24],[0.0],[0.0]
@centralarthurof @aguiarthur deit madrug tapet varand estrel ris flert #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@aguiarthur @centralarthurof #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur precios #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur tá lind demal,'neutro',[0.06],[0.02],[0.54],[0.01],[0.36],[0.01],[0.0]
@centralarthurof @aguiarthur vid pod exist milh nenhum vai ser voc #teamarthuragui,'neutro',[0.0],[0.01],[0.81],[0.0],[0.17],[0.0],[0.0]
@centralarthurof @aguiarthur vou am verdad sincer acim tud respe vou ser seu…,'neutro',[0.0],[0.11],[0.81],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @aguiarthur bor sub tag #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur espelh #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @bya11060843 agor falt pouc ansi #arthuragui @centralarthurof @aguiarthur vam vam menin vai brilh,'raiva',[0.01],[0.0],[0.47],[0.0],[0.52],[0.0],[0.0]
@centralarthurof @aguiarthur follow tá pert #teamarthuragui,'neutro',[0.06],[0.02],[0.54],[0.01],[0.36],[0.01],[0.0]
@centralarthurof @aguiarthur bel #teamarthuragui,'alegria',[0.69],[0.0],[0.29],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur sei pod dar nad graç desfaz aind fez? #teamarthuragui,'neutro',[0.0],[0.0],[0.96],[0.0],[0.04],[0.0],[0.0]
@centralarthurof @aguiarthur rio #teamarthuragui,'alegria',[0.63],[0.01],[0.32],[0.0],[0.04],[0.0],[0.0]
@centralarthurof @aguiarthur seiscent tá vind #teamarthuragui,'neutro',[0.06],[0.02],[0.54],[0.01],[0.36],[0.01],[0.0]
@centralarthurof @aguiarthur pipoc #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur cad follow ? #teamarthuragui,'neutro',[0.02],[0.0],[0.77],[0.0],[0.2],[0.01],[0.0]
@centralarthurof @aguiarthur tag lind,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
vou torc @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur port #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@sorayasarcastic @aguiarthur tom amig ❤️,'neutro',[0.0],[0.05],[0.59],[0.11],[0.01],[0.23],[0.01]
@centralarthurof @aguiarthur pod concert cois reescrev nov págin pra doi dess vez ol…,'raiva',[0.03],[0.0],[0.24],[0.0],[0.73],[0.0],[0.0]
@aguiarthur vam tud #teamarthuragui,'neutro',[0.11],[0.02],[0.63],[0.01],[0.23],[0.01],[0.0]
@centralarthurof @aguiarthur reg am reg am reg am nunc esqueç reg am reg am r…,'medo',[0.0],[1.0],[0.0],[0.0],[0.0],[0.0],[0.0]
@roselenepesso @centralarthurof @aguiarthur esquec tagg #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur carr #teamarthuragui,'neutro',[0.17],[0.02],[0.65],[0.01],[0.14],[0.01],[0.0]
#teamarthuragui agor falt pouc @aguiarthur @centralarthurof,'neutro',[0.1],[0.03],[0.46],[0.02],[0.36],[0.03],[0.0]
@centralarthurof @aguiarthur boraaa #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur tod histór começo, mei fim film pod ser assim ter f…",'neutro',[0.0],[0.0],[0.72],[0.01],[0.27],[0.0],[0.0]
"@centralarthurof @aguiarthur min fech ,nunc vacil #teamarthuragui",'neutro',[0.34],[0.0],[0.57],[0.0],[0.09],[0.0],[0.0]
rt @weakpointrbr @centralarthurof @aguiarthur #teamarthuragui,'neutro',[0.32],[0.0],[0.39],[0.0],[0.29],[0.0],[0.0]
@centralarthurof @aguiarthur sdv todossss #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur #teamarthuragui pont luz tod junt ness !!!,'neutro',[0.01],[0.0],[0.79],[0.0],[0.21],[0.0],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur foc am,'neutro',[0.17],[0.11],[0.55],[0.01],[0.14],[0.02],[0.0]
@centralarthurof @aguiarthur simmmm #teamarthuragui amo,'neutro',[0.17],[0.02],[0.71],[0.01],[0.07],[0.02],[0.0]
@centralarthurof @aguiarthur #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur tod histór começo, mei fim film pod ser assim ter f…",'neutro',[0.0],[0.0],[0.72],[0.01],[0.27],[0.0],[0.0]
@centralarthurof @aguiarthur quadr #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur pra tod mund fing ninguém🎶 #teamarthuragui,'neutro',[0.01],[0.0],[0.92],[0.0],[0.07],[0.0],[0.0]
@centralarthurof @aguiarthur pront pra ir junt lut arthur,'neutro',[0.17],[0.01],[0.58],[0.0],[0.23],[0.0],[0.0]
@centralarthurof @aguiarthur mei cao temp #teamarthuragui,'neutro',[0.08],[0.05],[0.67],[0.03],[0.13],[0.05],[0.0]
@realitysvip daqu pouc vão fal @aguiarthur peg 2 kkkkkkkkk,'neutro',[0.01],[0.01],[0.64],[0.01],[0.32],[0.01],[0.0]
@centralarthurof @aguiarthur café #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur dig plant deu fl mal nasceu, morr beij chão, suspirou…",'neutro',[0.01],[0.0],[0.98],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur leit condens #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur min , mina, min min #teamarthuragui",'neutro',[0.04],[0.0],[0.92],[0.0],[0.05],[0.0],[0.0]
@_etylah @aguiarthur hino! #teamarthuragui,'neutro',[0.15],[0.0],[0.51],[0.0],[0.33],[0.0],[0.0]
@centralarthurof @aguiarthur flooo nasc intenç #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur bols #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur chuv vent lev sol vent traz diz porqu tant bemmequ ou…,'neutro',[0.0],[0.03],[0.95],[0.0],[0.0],[0.02],[0.0]
"@centralarthurof @aguiarthur pra fora, vou esper peço, favor, pra fic vou…",'neutro',[0.02],[0.0],[0.83],[0.0],[0.15],[0.0],[0.0]
@centralarthurof @aguiarthur cont minut,'raiva',[0.15],[0.0],[0.11],[0.0],[0.73],[0.0],[0.0]
@centralarthurof @aguiarthur prefer fl #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur roup #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
@centralarthurof @aguiarthur joi #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur diz graça, ah ah ah #teamarthuragui",'neutro',[0.26],[0.0],[0.69],[0.0],[0.04],[0.0],[0.0]
@centralarthurof @aguiarthur livr #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
"@centralarthurof @aguiarthur import ond vai est rio, paul cuiab vou, vou #teamarthuragui",'neutro',[0.0],[0.0],[0.98],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur cabel #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
rt @arthuramin @aguiarthur vou am idiot amaa #teamarthuragui,'neutro',[0.11],[0.01],[0.65],[0.0],[0.23],[0.0],[0.0]
"@centralarthurof @aguiarthur pirraça, ah ah ah #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
@centralarthurof @aguiarthur pont luz,'alegria',[0.78],[0.01],[0.16],[0.01],[0.03],[0.01],[0.0]
"@centralarthurof @aguiarthur beij chão, suspir rend #teamarthuragui",'neutro',[0.39],[0.0],[0.42],[0.0],[0.19],[0.0],[0.0]
@centralarthurof @aguiarthur relacion sobr cultiv tav ocup demal pra lembr perd tim de…,'neutro',[0.0],[0.03],[0.96],[0.0],[0.01],[0.0],[0.0]
@centralarthurof @aguiarthur vam tud,'neutro',[0.11],[0.02],[0.63],[0.01],[0.23],[0.01],[0.0]
@centralarthurof @aguiarthur am dou coraçã tô deix mão promet vai cuid do…,'medo',[0.0],[0.51],[0.38],[0.02],[0.01],[0.07],[0.0]
"@centralarthurof @aguiarthur faz pra par and cas esper program ? central,faz algum cois kkkkk #teamarthuragui",'neutro',[0.0],[0.0],[1.0],[0.0],[0.0],[0.0],[0.0]
@centralarthurof @aguiarthur mulh igual nunc vi vou ver bom agor tá feliz #teamarthuragui,'neutro',[0.0],[0.09],[0.48],[0.14],[0.0],[0.26],[0.03]
"@centralarthurof @aguiarthur fl mal nasceu, morr #teamarthuragui",'neutro',[0.02],[0.0],[0.96],[0.0],[0.02],[0.0],[0.0]
@centralarthurof @aguiarthur vou cas sextaf pra fal besteira🎶 #teamarthuragui,'neutro',[0.05],[0.01],[0.9],[0.0],[0.05],[0.0],[0.0]
@centralarthurof @aguiarthur sei quant vez traí peç perd tud fiz #teamarthuragui,'neutro',[0.02],[0.1],[0.58],[0.11],[0.02],[0.15],[0.02]
@aguiarthur sign cad particip bbb 22? bor tent descobrir?! solt play aí 🤓🎮,'neutro',[0.0],[0.0],[0.96],[0.0],[0.03],[0.01],[0.0]
@centralarthurof @aguiarthur sab #teamarthuragui,'alegria',[0.44],[0.01],[0.42],[0.0],[0.12],[0.01],[0.0]
@centralarthurof @aguiarthur dig plant deu #teamarthuragui,'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0]
