Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Words,Frequency,Phrase
Se o Arthur Aguiar ficar 4 semanas lá ele arruma um namoro e uma traição que será o motivo da sua eliminação,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o', 'se', 'arthur', 'aguiar', 'ficar', 'semanas', 'lá', 'ele', 'arruma', 'um', 'namoro', 'e', 'uma', 'traição', 'que', 'será', 'motivo', 'da', 'sua', 'eliminação']","('minhas',)",,
RT @pretademaiss: O ARTHUR AGUIAR TÁ NA CHAMADA DO BBB22 DIZENDO QUE É UMA PESSOA MUITO TRANSPARENTE KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK…,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'o', 'arthur', 'aguiar', 'tá', 'na', 'chamada', 'do', 'bbb', 'dizendo', 'que', 'é', 'uma', 'pessoa', 'muito', 'transparente', 'kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk']","('expectativas',)",,
"RT @camilavicentea: O Arthur Aguiar tá sendo cancelado por simplesmente não ser egoista, pq amar somente uma pessoa, se ele pode amar vária…",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['amar', 'rt', 'o', 'arthur', 'aguiar', 'tá', 'sendo', 'cancelado', 'por', 'simplesmente', 'não', 'ser', 'egoista', 'pq', 'somente', 'uma', 'pessoa', 'se', 'ele', 'pode', 'vária']","('você',)",,
RT @imaginago: já pode votar pro Arthur Aguiar sair?,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'já', 'pode', 'votar', 'pro', 'arthur', 'aguiar', 'sair']","('fale',)",,
Já pode votar pro Arthur Aguiar sair???,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['já', 'pode', 'votar', 'pro', 'arthur', 'aguiar', 'sair']","('rebelde',)",,
"RT @bbb: Arthur Aguiar, do grupo Camarote, é ator e cantor, diz que é muito transparente e que, das provas de resistência, só vai sair carr…",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['é', 'e', 'que', 'rt', 'arthur', 'aguiar', 'do', 'grupo', 'camarote', 'ator', 'cantor', 'diz', 'muito', 'transparente', 'das', 'provas', 'de', 'resistência', 'só', 'vai', 'sair', 'carr']","('ao',)",,
"RT @faeloliveirarj: Arthur Aguiar e o roteiro:

1. Vai ficar doidao na primeira festa, dizer q achou a mulher bonita mas é feliz aqui fora…",set(),'raiva',100,[0.35],[0.01],[0.26],[0.0],[0.36],[0.01],[0.0],"['rt', 'arthur', 'aguiar', 'e', 'o', 'roteiro', 'vai', 'ficar', 'doidao', 'na', 'primeira', 'festa', 'dizer', 'q', 'achou', 'a', 'mulher', 'bonita', 'mas', 'é', 'feliz', 'aqui', 'fora']","('vivo',)",,
"Minha torcida no BBB 22 vai para o mais romântico, Arthur Aguiar",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['minha', 'torcida', 'no', 'bbb', 'vai', 'para', 'o', 'mais', 'romântico', 'arthur', 'aguiar']","('agora',)",,
"o arthur aguiar vai trair a mayra com a médica, anotem",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a', 'o', 'arthur', 'aguiar', 'vai', 'trair', 'mayra', 'com', 'médica', 'anotem']","('pelo',)",,
Minha torcida pro bbb até agora é o Arthur Aguiar trair a Mayra Cardi em rede nacional,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['minha', 'torcida', 'pro', 'bbb', 'até', 'agora', 'é', 'o', 'arthur', 'aguiar', 'trair', 'a', 'mayra', 'cardi', 'em', 'rede', 'nacional']","('por',)",,
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'prova', 'de', 'resistência', 'do', 'arthur', 'aguiar', 'é', 'ficar', 'meses', 'sem', 'trair', 'a', 'mulher', 'em', 'rede', 'nacional']","('provas',)",,
"Arthur Aguiar não gente, nãooooooo",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur', 'aguiar', 'não', 'gente', 'nãooooooo']","('será',)",,
Gostaria de dizer que já sou fora Arthur Aguiar!,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['gostaria', 'de', 'dizer', 'que', 'já', 'sou', 'fora', 'arthur', 'aguiar']","('medo',)",,
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'prova', 'de', 'resistência', 'do', 'arthur', 'aguiar', 'é', 'ficar', 'meses', 'sem', 'trair', 'a', 'mulher', 'em', 'rede', 'nacional']","('dizendo',)",,
RT @whomath: o luciano falando sobre monogamia e poligamia com o arthur aguiar lá dentro do bbb 😭,{'😭'},'neutro',100,[0.17],[0.01],[0.74],[0.0],[0.08],[0.0],[0.0],"['o', 'rt', 'luciano', 'falando', 'sobre', 'monogamia', 'e', 'poligamia', 'com', 'arthur', 'aguiar', 'lá', 'dentro', 'do', 'bbb']","('vítima',)",,
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['sem', 'rt', 'provas', 'de', 'resistência', 'personalizadas', 'luciano', 'minutos', 'punheta', 'arthur', 'aguiar', 'horas', 'trai']","('sociedade',)",,
RT @katnissong: arthur aguiar estou depositando todas as minhas expectativas de entretenimento em VOCÊ fale de rebelde traia a sua mulher e…,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['de', 'rt', 'arthur', 'aguiar', 'estou', 'depositando', 'todas', 'as', 'minhas', 'expectativas', 'entretenimento', 'em', 'você', 'fale', 'rebelde', 'traia', 'a', 'sua', 'mulher', 'e']","('mais',)",,
Esperando o arthur aguiar dar em cima da bruna gonçalves e a ludmila mete a porrada nele aqui fora,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a', 'esperando', 'o', 'arthur', 'aguiar', 'dar', 'em', 'cima', 'da', 'bruna', 'gonçalves', 'e', 'ludmila', 'mete', 'porrada', 'nele', 'aqui', 'fora']","('mas',)",,
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'prova', 'de', 'resistência', 'do', 'arthur', 'aguiar', 'é', 'ficar', 'meses', 'sem', 'trair', 'a', 'mulher', 'em', 'rede', 'nacional']","('pode',)",,
RT @scarletcai: não eliminem o arthur aguiar antes de ele dar corno mayra cardi pelo menos umas cinco vezes eu imploro https://t.co/OA82ruM…,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'não', 'eliminem', 'o', 'arthur', 'aguiar', 'antes', 'de', 'ele', 'dar', 'corno', 'mayra', 'cardi', 'pelo', 'menos', 'umas', 'cinco', 'vezes', 'eu', 'imploro']","('sair',)",,
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'prova', 'de', 'resistência', 'do', 'arthur', 'aguiar', 'é', 'ficar', 'meses', 'sem', 'trair', 'a', 'mulher', 'em', 'rede', 'nacional']","('única',)",,
RT @scarletcai: não eliminem o arthur aguiar antes de ele dar corno mayra cardi pelo menos umas cinco vezes eu imploro https://t.co/OA82ruM…,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'não', 'eliminem', 'o', 'arthur', 'aguiar', 'antes', 'de', 'ele', 'dar', 'corno', 'mayra', 'cardi', 'pelo', 'menos', 'umas', 'cinco', 'vezes', 'eu', 'imploro']","('seria',)",,
RT @eguabarbara: arthur aguiar e jade picon sentados no sofazinho em frente a piscina no bbb trocando taticas de como meter chifre apenas,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['no', 'rt', 'arthur', 'aguiar', 'e', 'jade', 'picon', 'sentados', 'sofazinho', 'em', 'frente', 'a', 'piscina', 'bbb', 'trocando', 'taticas', 'de', 'como', 'meter', 'chifre', 'apenas']","('ela',)",,
@lucasinutilismo o Arthur Aguiar aí https://t.co/gox9AGDcXT,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o', 'arthur', 'aguiar', 'aí']","('fornecer',)",,
"RT @livrariaemcasa: Nenhuma surpresa, todo mundo já sabia, mas Pedro Scooby, Arthur Aguiar. Que isso? A Fazenda?",set(),'raiva',100,[0.35],[0.01],[0.26],[0.0],[0.36],[0.01],[0.0],"['rt', 'nenhuma', 'surpresa', 'todo', 'mundo', 'já', 'sabia', 'mas', 'pedro', 'scooby', 'arthur', 'aguiar', 'que', 'isso', 'a', 'fazenda']","('dois',)",,
RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'arthur', 'aguiar', 'é', 'a', 'primeira', 'celebridade', 'que', 'entra', 'cancelada', 'no', 'isso', 'era', 'uma', 'tradição', 'apenas', 'de']","('tem',)",,
"RT @garotxdoblogofc: O Arthur Aguiar no bbb vai fornecer dois entretenimento, ele lá dentro e a mayra Cardi aqui fora",set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'o', 'arthur', 'aguiar', 'no', 'bbb', 'vai', 'fornecer', 'dois', 'entretenimento', 'ele', 'lá', 'dentro', 'e', 'a', 'mayra', 'cardi', 'aqui', 'fora']","('brunna',)",,
RT @whomath: o arthur aguiar entrando e eu lembrando disso #bbb22 https://t.co/uULhkvWaJS,set(),'alegria',100,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'o', 'arthur', 'aguiar', 'entrando', 'e', 'eu', 'lembrando', 'disso']","('cara',)",,
